logIndex,logTime,¦¤logTime[ms],length,timeStamp[s],¦¤timeStamp[ms],seq,ID,msgcnt,¦¤msgcnt,Path Index,Offset,Offset(Adj),Cyclic Counter,Profile type,Retransmission,Update,Value,Analyze
48399,2025-06-25 04:33:17.512180,49.646,8,1707.861435,49.646,1,0xcaf0036a,0,0,8,3289,11480,1,1,1,1,0x24f927f7,-117.96915290000001
48930,2025-06-25 04:33:17.562606,50.426,8,1707.91186,50.425,1,0xcaf0036a,0,0,8,3289,11480,2,2,0,1,0x49fe3837,34.1397303
49415,2025-06-25 04:33:17.612166,49.56,8,1707.961421,49.561,1,0xcaf0036a,0,0,8,3289,11480,3,2,1,1,0x49fe3837,34.1397303
49926,2025-06-25 04:33:17.662659,50.493,8,1708.011914,50.493,1,0xcaf0036a,0,0,8,3289,11480,0,25,0,0,0xb2c1c5e0,-117.96916329309283
50421,2025-06-25 04:33:17.712171,49.512,8,1708.061425,49.511,1,0xcaf0036a,0,0,8,3289,11480,1,25,1,0,0xb2c1c5e0,-117.96916329309283
51152,2025-06-25 04:33:17.782684,70.513,8,1708.131939,70.514,1,0xcaf0036a,0,0,8,3289,11480,2,26,0,0,0xd5846f20,34.139736438942506
51690,2025-06-25 04:33:17.832223,49.539,8,1708.181477,49.538,1,0xcaf0036a,0,0,8,3289,11480,3,26,1,0,0xd5846f20,34.139736438942506
52449,2025-06-25 04:33:17.904014,71.791,8,1708.252425,70.948,1,0xcaf0036a,0,0,8,3289,11480,0,24,0,0,0xc00020,12582944
52950,2025-06-25 04:33:17.953068,49.054,8,1708.301479,49.054,1,0xcaf0036a,0,0,8,3289,11480,1,24,1,0,0xc00020,12582944
53481,2025-06-25 04:33:18.003529,50.461,8,1708.35194,50.461,1,0xcaf0036a,0,0,8,1422,9613,2,26,1,0,0xe5845fb0,34.13443639298136
54124,2025-06-25 04:33:18.063520,59.991,8,1708.411931,59.991,1,0xcaf0036a,0,0,8,1422,9613,3,17,1,0,0xc00020,12582944
54940,2025-06-25 04:33:18.143366,79.846,8,1708.491777,79.846,1,0xcaf0036a,0,0,8,1422,9613,0,24,1,0,0x400010,4194320
55425,2025-06-25 04:33:18.193068,49.702000000000005,8,1708.541479,49.702,1,0xcaf0036a,0,0,28,0,0,1,16,1,0,0x100000,1048576
55945,2025-06-25 04:33:18.243643,50.575,8,1708.592054,50.575,1,0xcaf0036a,0,0,8,1422,9613,2,16,1,0,0xc00020,12582944
56439,2025-06-25 04:33:18.293069,49.425999999999995,8,1708.64148,49.426,1,0xcaf0036a,0,0,8,1630,9821,3,1,1,0,0x24fb1ab0,-117.9563856
57349,2025-06-25 04:33:18.383120,90.051,8,1708.731531,90.051,1,0xcaf0036a,0,0,8,1630,9821,0,2,1,0,0x49fdafcd,34.1362381
57851,2025-06-25 04:33:18.433058,49.938,8,1708.781469,49.938,1,0xcaf0036a,0,0,8,1630,9821,1,25,1,0,0x2c1eb10,-117.95639597589897
58357,2025-06-25 04:33:18.483556,50.498000000000005,8,1708.831967,50.498,1,0xcaf0036a,0,0,8,1630,9821,2,26,1,0,0x958464f0,34.13623883776167
58899,2025-06-25 04:33:18.533062,49.506,8,1708.881473,49.506,1,0xcaf0036a,0,0,8,1630,9821,3,17,1,0,0x1c00030,29360176
59403,2025-06-25 04:33:18.583392,50.33,8,1708.931803,50.33,1,0xcaf0036a,0,0,8,1630,9821,0,24,1,0,0xc00020,12582944
59916,2025-06-25 04:33:18.633089,49.696999999999996,8,1708.9815,49.697,1,0xcaf0036a,0,0,29,0,0,1,16,1,0,0x80000,524288
60670,2025-06-25 04:33:18.703797,70.708,8,1709.052208,70.708,1,0xcaf0036a,0,0,8,1630,9821,2,16,1,0,0x1c00030,29360176
61148,2025-06-25 04:33:18.753111,49.314,8,1709.101522,49.314,1,0xcaf0036a,0,0,8,1749,9940,3,1,1,0,0x24fb25cb,-117.9561013
61881,2025-06-25 04:33:18.823421,70.31,8,1709.171832,70.31,1,0xcaf0036a,0,0,8,1749,9940,0,2,1,0,0x49fdd874,34.13727879999999
62355,2025-06-25 04:33:18.873197,49.776,8,1709.221487,49.655,1,0xcaf0036a,0,0,8,1749,9940,1,17,1,0,0xc00020,12582944
62909,2025-06-25 04:33:18.923620,50.423,8,1709.27191,50.423,1,0xcaf0036a,0,0,8,1749,9940,2,24,1,0,0xe00030,14680112
