logIndex,logTime,¦¤logTime[ms],length,timeStamp[s],¦¤timeStamp[ms],seq,ID,msgcnt,¦¤msgcnt,Path Index,Offset,Offset(Adj),Cyclic Counter,Last Stub at Offset,Rerouting Flag,Sub-path Index,Retransmission,Update,Relative Probability,Functional Road Class,Part of Calculated route,Expressway Flag,Form of Way,Turn angle,Number of Lanes in driving direction
69336,2025-01-31 01:51:09.574313,6.739,8,3.058467,6.739,1,0xcaf00370,0,0,2,8191,8191,1,0,0,0,1,0,31,7,3,0,15,254,15
69733,2025-01-31 01:51:09.582605,8.292000000000002,8,3.066759,8.292,1,0xcaf00370,0,0,2,8191,8191,2,0,0,0,1,0,31,7,3,0,15,254,15
70111,2025-01-31 01:51:09.589529,6.9239999999999995,8,3.073682,6.923,1,0xcaf00370,0,0,2,8191,8191,3,0,0,0,1,0,31,7,3,0,15,254,15
70367,2025-01-31 01:51:09.595035,5.505999999999999,8,3.079189,5.507,7,0xcaf00370,0,0,2,8191,8191,1,0,0,0,1,0,31,7,3,0,15,254,15
70499,2025-01-31 01:51:09.597798,2.763,8,3.081952,2.763,1,0xcaf00370,0,0,2,8191,8191,0,0,0,0,1,0,31,7,3,0,15,254,15
70860,2025-01-31 01:51:09.604740,6.942,8,3.088894,6.942,1,0xcaf00370,0,0,2,8191,8191,1,0,0,0,1,0,31,7,3,0,15,254,15
71237,2025-01-31 01:51:09.613115,8.375,8,3.097268,8.374,1,0xcaf00370,0,0,2,8191,8191,2,0,0,0,1,0,31,7,3,0,15,254,15
71640,2025-01-31 01:51:09.619934,6.819000000000001,8,3.104088,6.82,1,0xcaf00370,0,0,2,8191,8191,3,0,0,0,1,0,31,7,3,0,15,254,15
72029,2025-01-31 01:51:09.628227,8.293,8,3.112381,8.293,1,0xcaf00370,0,0,2,8191,8191,0,0,0,0,1,0,31,7,3,0,15,254,15
72396,2025-01-31 01:51:09.635176,6.949000000000001,8,3.119329,6.948,1,0xcaf00370,0,0,2,8191,8191,1,0,0,0,1,0,31,7,3,0,15,254,15
72841,2025-01-31 01:51:09.644901,9.725,8,3.129054,9.725,1,0xcaf00370,0,0,2,8191,8191,2,0,0,0,1,0,31,7,3,0,15,254,15
73167,2025-01-31 01:51:09.651787,6.886,8,3.13594,6.886,1,0xcaf00370,0,0,2,8191,8191,3,0,0,0,1,0,31,7,3,0,15,254,15
73559,2025-01-31 01:51:09.658832,7.045,8,3.142986,7.046,1,0xcaf00370,0,0,2,8191,8191,0,0,0,0,1,0,31,7,3,0,15,254,15
73856,2025-01-31 01:51:09.664795,5.963,8,3.148949,5.963,7,0xcaf00370,0,0,2,8191,8191,2,0,0,0,1,0,31,7,3,0,15,254,15
73902,2025-01-31 01:51:09.665608,0.8130000000000001,8,3.149761,0.812,1,0xcaf00370,0,0,2,8191,8191,1,0,0,0,1,0,31,7,3,0,15,254,15
75024,2025-01-31 01:51:09.694195,28.587,8,3.178348,28.587,1,0xcaf00370,0,0,2,8191,8191,2,0,0,0,1,0,31,7,3,0,15,254,15
75777,2025-01-31 01:51:09.714759,20.564,8,3.198912,20.564,7,0xcaf00370,0,0,2,8191,8191,3,0,0,0,1,0,31,7,3,0,15,254,15
76956,2025-01-31 01:51:09.745669,30.91,8,3.229823,30.911,1,0xcaf00370,0,0,2,8191,8191,3,0,0,0,1,0,31,7,3,0,15,254,15
78020,2025-01-31 01:51:09.774816,29.147,8,3.25897,29.147,7,0xcaf00370,0,0,2,8191,8191,0,0,0,0,1,0,31,7,3,0,15,254,15
79191,2025-01-31 01:51:09.807217,32.400999999999996,8,3.29137,32.4,1,0xcaf00370,0,0,2,8191,8191,0,0,0,0,1,0,31,7,3,0,15,254,15
79779,2025-01-31 01:51:09.824824,17.607000000000003,8,3.308977,17.607,7,0xcaf00370,0,0,2,8191,8191,1,0,0,0,1,0,31,7,3,0,15,254,15
80915,2025-01-31 01:51:09.858087,33.263,8,3.342241,33.264,1,0xcaf00370,0,0,2,8191,8191,1,0,0,0,1,0,31,7,3,0,15,254,15
81795,2025-01-31 01:51:09.885293,27.206,8,3.369446,27.205,7,0xcaf00370,0,0,2,8191,8191,2,0,0,0,1,0,31,7,3,0,15,254,15
82960,2025-01-31 01:51:09.919938,34.645,8,3.404092,34.646,1,0xcaf00370,0,0,2,8191,8191,2,0,0,0,1,0,31,7,3,0,15,254,15
83436,2025-01-31 01:51:09.935053,15.115,8,3.419206,15.114,7,0xcaf00370,0,0,2,8191,8191,3,0,0,0,1,0,31,7,3,0,15,254,15
84666,2025-01-31 01:51:09.971037,35.984,8,3.45519,35.984,1,0xcaf00370,0,0,2,8191,8191,3,0,0,0,1,0,31,7,3,0,15,254,15
85573,2025-01-31 01:51:09.995077,24.04,8,3.479231,24.041,7,0xcaf00370,0,0,2,8191,8191,0,0,0,0,1,0,31,7,3,0,15,254,15
86738,2025-01-31 01:51:10.032276,37.199000000000005,8,3.516429,37.198,1,0xcaf00370,0,0,2,8191,8191,0,0,0,0,1,0,31,7,3,0,15,254,15
87251,2025-01-31 01:51:10.046107,13.831,8,3.530261,13.832,7,0xcaf00370,0,0,2,8191,8191,1,0,0,0,1,0,31,7,3,0,15,254,15
88533,2025-01-31 01:51:10.085175,39.068,8,3.569328,39.067,1,0xcaf00370,0,0,2,8191,8191,1,0,0,0,1,0,31,7,3,0,15,254,15
88857,2025-01-31 01:51:10.095230,10.055,8,3.579383,10.055,7,0xcaf00370,0,0,2,8191,8191,2,0,0,0,1,0,31,7,3,0,15,254,15
90147,2025-01-31 01:51:10.135016,39.786,8,3.61917,39.787,1,0xcaf00370,0,0,2,8191,8191,2,0,0,0,1,0,31,7,3,0,15,254,15
90533,2025-01-31 01:51:10.145932,10.916,8,3.630085,10.915,7,0xcaf00370,0,0,2,8191,8191,3,0,0,0,1,0,31,7,3,0,15,254,15
91897,2025-01-31 01:51:10.186891,40.959,8,3.671044,40.959,1,0xcaf00370,0,0,2,8191,8191,3,0,0,0,1,0,31,7,3,0,15,254,15
92469,2025-01-31 01:51:10.205045,18.154,8,3.689198,18.154,7,0xcaf00370,0,0,2,8191,8191,0,0,0,0,1,0,31,7,3,0,15,254,15
93827,2025-01-31 01:51:10.247448,42.403000000000006,8,3.731602,42.404,1,0xcaf00370,0,0,2,8191,8191,0,0,0,0,1,0,31,7,3,0,15,254,15
94080,2025-01-31 01:51:10.255051,7.603000000000001,8,3.739205,7.603,7,0xcaf00370,0,0,2,8191,8191,1,0,0,0,1,0,31,7,3,0,15,254,15
95548,2025-01-31 01:51:10.298691,43.64,8,3.782845,43.64,1,0xcaf00370,0,0,2,8191,8191,1,0,0,0,1,0,31,7,3,0,15,254,15
96412,2025-01-31 01:51:10.325217,26.526,8,3.80937,26.525,7,0xcaf00370,0,0,2,8191,8191,2,0,0,0,1,0,31,7,3,0,15,254,15
97869,2025-01-31 01:51:10.370327,45.11,8,3.85448,45.11,1,0xcaf00370,0,0,2,8191,8191,2,0,0,0,1,0,31,7,3,0,15,254,15
98023,2025-01-31 01:51:10.375072,4.745,8,3.859225,4.745,7,0xcaf00370,0,0,2,8191,8191,3,0,0,0,1,0,31,7,3,0,15,254,15
99571,2025-01-31 01:51:10.421817,46.745000000000005,8,3.90597,46.745,1,0xcaf00370,0,0,2,8191,8191,3,0,0,0,1,0,31,7,3,0,15,254,15
99696,2025-01-31 01:51:10.425394,3.577,8,3.909547,3.577,7,0xcaf00370,0,0,2,8191,8191,0,0,0,0,1,0,31,7,3,0,15,254,15
101214,2025-01-31 01:51:10.473095,47.701,8,3.957249,47.702,1,0xcaf00370,0,0,2,8191,8191,0,0,0,0,1,0,31,7,3,0,15,254,15
101314,2025-01-31 01:51:10.475189,2.094,8,3.959342,2.093,7,0xcaf00370,0,0,2,8191,8191,1,0,0,0,1,0,31,7,3,0,15,254,15
102907,2025-01-31 01:51:10.524156,48.967,8,4.008309,48.967,1,0xcaf00370,0,0,2,8191,8191,1,0,0,0,1,0,31,7,3,0,15,254,15
103241,2025-01-31 01:51:10.535129,10.973,8,4.019282,10.973,7,0xcaf00370,0,0,2,8191,8191,2,0,0,0,1,0,31,7,3,0,15,254,15
104913,2025-01-31 01:51:10.585616,50.486999999999995,8,4.06977,50.488,7,0xcaf00370,0,0,2,8191,8191,3,0,0,0,1,0,31,7,3,0,15,254,15
104925,2025-01-31 01:51:10.585765,0.149,8,4.069918,0.148,1,0xcaf00370,0,0,2,8191,8191,2,0,0,0,1,0,31,7,3,0,15,254,15
106594,2025-01-31 01:51:10.637332,51.567,8,4.121486,51.568,1,0xcaf00370,0,0,2,8191,8191,3,0,0,0,1,0,31,7,3,0,15,254,15
106868,2025-01-31 01:51:10.645688,8.356,8,4.129841,8.355,7,0xcaf00370,0,0,2,8191,8191,0,0,0,0,1,0,31,7,3,0,15,254,15
108529,2025-01-31 01:51:10.695947,50.259,8,4.180101,50.26,7,0xcaf00370,0,0,2,8191,8191,1,0,0,0,1,0,31,7,3,0,15,254,15
108604,2025-01-31 01:51:10.698358,2.411,8,4.182511,2.41,1,0xcaf00370,0,0,2,8191,8191,0,0,0,0,1,0,31,7,3,0,15,254,15
110210,2025-01-31 01:51:10.745827,47.468999999999994,8,4.229981,47.47,1,0xcaf00370,0,0,2,8191,8191,1,0,0,0,1,0,31,7,3,0,15,254,15
110859,2025-01-31 01:51:10.765276,19.449,8,4.24943,19.449,7,0xcaf00370,0,0,2,8191,8191,2,0,0,0,1,0,31,7,3,0,15,254,15
112313,2025-01-31 01:51:10.811005,45.729,8,4.295158,45.728,1,0xcaf00370,0,0,2,8191,8191,2,0,0,0,1,0,31,7,3,0,15,254,15
