logIndex,logTime,¦¤logTime[ms],length,timeStamp[s],¦¤timeStamp[ms],seq,ID,msgcnt,¦¤msgcnt,Path Index,Offset,Offset(Adj),Cyclic Counter,Profile type,Retransmission,Update,Value,Analyze
135505,2025-01-31 01:51:11.514466,56.425999999999995,8,4.99862,56.427,1,0xcaf0036a,0,0,2,8191,8191,0,0,1,0,0xffffffff,4294967295
137016,2025-01-31 01:51:11.561631,47.165,8,5.045784,47.164,1,0xcaf0036a,0,0,2,8191,8191,1,0,1,0,0xffffffff,4294967295
138882,2025-01-31 01:51:11.618260,56.629,8,5.102413,56.629,1,0xcaf0036a,0,0,2,8191,8191,2,0,1,0,0xffffffff,4294967295
140488,2025-01-31 01:51:11.666031,47.771,8,5.150185,47.772,1,0xcaf0036a,0,0,2,8191,8191,3,0,1,0,0xffffffff,4294967295
142389,2025-01-31 01:51:11.724776,58.745,8,5.208929,58.744,1,0xcaf0036a,0,0,2,8191,8191,0,0,1,0,0xffffffff,4294967295
143957,2025-01-31 01:51:11.773690,48.914,8,5.257843,48.914,1,0xcaf0036a,0,0,2,8191,8191,1,0,1,0,0xffffffff,4294967295
145861,2025-01-31 01:51:11.832627,58.937000000000005,8,5.31678,58.937,1,0xcaf0036a,0,0,2,8191,8191,2,0,1,0,0xffffffff,4294967295
147458,2025-01-31 01:51:11.881148,48.521,8,5.365302,48.522,1,0xcaf0036a,0,0,2,8191,8191,3,0,1,0,0xffffffff,4294967295
149372,2025-01-31 01:51:11.940110,58.962,8,5.424264,58.962,1,0xcaf0036a,0,0,2,8191,8191,0,0,1,0,0xffffffff,4294967295
151095,2025-01-31 01:51:11.988868,48.758,8,5.473022,48.758,1,0xcaf0036a,0,0,2,8191,8191,1,0,1,0,0xffffffff,4294967295
152943,2025-01-31 01:51:12.047288,58.42,8,5.531442,58.42,1,0xcaf0036a,0,0,2,8191,8191,2,0,1,0,0xffffffff,4294967295
154703,2025-01-31 01:51:12.101179,53.891,8,5.585332,53.89,1,0xcaf0036a,0,0,2,8191,8191,3,0,1,0,0xffffffff,4294967295
156803,2025-01-31 01:51:12.164495,63.315999999999995,8,5.648648,63.316,1,0xcaf0036a,0,0,2,8191,8191,0,0,1,0,0xffffffff,4294967295
158337,2025-01-31 01:51:12.213134,48.639,8,5.697287,48.639,1,0xcaf0036a,0,0,2,8191,8191,1,0,1,0,0xffffffff,4294967295
160009,2025-01-31 01:51:12.263113,49.979,8,5.747266,49.979,1,0xcaf0036a,0,0,2,8191,8191,2,0,1,0,0xffffffff,4294967295
161546,2025-01-31 01:51:12.310750,47.637,8,5.794903,47.637,1,0xcaf0036a,0,0,2,8191,8191,3,0,1,0,0xffffffff,4294967295
163499,2025-01-31 01:51:12.369545,58.795,8,5.853699,58.796,1,0xcaf0036a,0,0,2,8191,8191,0,0,1,0,0xffffffff,4294967295
165094,2025-01-31 01:51:12.418579,49.034,8,5.902733,49.034,1,0xcaf0036a,0,0,2,8191,8191,1,0,1,0,0xffffffff,4294967295
167018,2025-01-31 01:51:12.476841,58.262,8,5.960994,58.261,1,0xcaf0036a,0,0,2,8191,8191,2,0,1,0,0xffffffff,4294967295
168587,2025-01-31 01:51:12.525684,48.842999999999996,8,6.009837,48.843,1,0xcaf0036a,0,0,2,8191,8191,3,0,1,0,0xffffffff,4294967295
170497,2025-01-31 01:51:12.584291,58.607,8,6.068445,58.608,1,0xcaf0036a,0,0,2,8191,8191,0,0,1,0,0xffffffff,4294967295
172044,2025-01-31 01:51:12.633354,49.063,8,6.117508,49.063,1,0xcaf0036a,0,0,2,8191,8191,1,0,1,0,0xffffffff,4294967295
173999,2025-01-31 01:51:12.692824,59.47,8,6.176977,59.469,1,0xcaf0036a,0,0,2,8191,8191,2,0,1,0,0xffffffff,4294967295
175558,2025-01-31 01:51:12.742310,49.486000000000004,8,6.226464,49.487,1,0xcaf0036a,0,0,2,8191,8191,3,0,1,0,0xffffffff,4294967295
177549,2025-01-31 01:51:12.801775,59.464999999999996,8,6.285928,59.464,1,0xcaf0036a,0,0,2,8191,8191,0,0,1,0,0xffffffff,4294967295
179143,2025-01-31 01:51:12.851403,49.628,8,6.335556,49.628,1,0xcaf0036a,0,0,2,8191,8191,1,0,1,0,0xffffffff,4294967295
181435,2025-01-31 01:51:12.920682,69.279,8,6.404836,69.28,1,0xcaf0036a,0,0,2,8191,8191,2,0,1,0,0xffffffff,4294967295
183084,2025-01-31 01:51:12.970121,49.439,8,6.454274,49.438,1,0xcaf0036a,0,0,2,8191,8191,3,0,1,0,0xffffffff,4294967295
185180,2025-01-31 01:51:13.032607,62.486,8,6.516761,62.487,1,0xcaf0036a,0,0,2,8191,8191,0,0,1,0,0xffffffff,4294967295
186707,2025-01-31 01:51:13.079123,46.516000000000005,8,6.563276,46.515,1,0xcaf0036a,0,0,2,8191,8191,1,0,1,0,0xffffffff,4294967295
188674,2025-01-31 01:51:13.138562,59.439,8,6.622716,59.44,1,0xcaf0036a,0,0,2,8191,8191,2,0,1,0,0xffffffff,4294967295
190332,2025-01-31 01:51:13.188029,49.467,8,6.672182,49.466,1,0xcaf0036a,0,0,2,8191,8191,3,0,1,0,0xffffffff,4294967295
191930,2025-01-31 01:51:13.237881,49.852000000000004,8,6.722034,49.852,1,0xcaf0036a,0,0,2,8191,8191,0,0,1,0,0xffffffff,4294967295
193562,2025-01-31 01:51:13.287399,49.518,8,6.771553,49.519,1,0xcaf0036a,0,0,2,8191,8191,1,0,1,0,0xffffffff,4294967295
195805,2025-01-31 01:51:13.356492,69.093,8,6.840645,69.092,1,0xcaf0036a,0,0,2,8191,8191,2,0,1,0,0xffffffff,4294967295
